ID,Area,Mean,Angle,Length,Sheet,Osculum,Camera
4246,21,94.552,-89.519,19.834,osc1_rec5,1,6
4247,17,100.589,-90,15.5,osc1_rec5,1,6
4248,19,105.06,-88.929,17.836,osc1_rec5,1,6
4249,16,108.037,-88.727,15.004,osc1_rec5,1,6
4250,17,119.016,-91.232,15.504,osc1_rec5,1,6
4251,15,96.99,-88.636,14.004,osc1_rec5,1,6
4252,16,109.88,-90,14.833,osc1_rec5,1,6
4253,16,86.802,-91.273,15.004,osc1_rec5,1,6
4254,17,93.928,-91.771,16.174,osc1_rec5,1,6
4255,16,98.21,-88.727,15.004,osc1_rec5,1,6
4256,16,90.808,-88.112,15.175,osc1_rec5,1,6
4257,16,96.481,-90,14.667,osc1_rec5,1,6
4258,17,73.534,-88.768,15.504,osc1_rec5,1,6
4259,18,76.487,-89.438,17.001,osc1_rec5,1,6
4260,16,78.75,-86.889,15.356,osc1_rec5,1,6
4261,18,80.718,-88.866,16.837,osc1_rec5,1,6
4262,21,81.069,-88.531,19.506,osc1_rec5,1,6
4263,15,88.462,-88.002,14.342,osc1_rec5,1,6
4264,20,83.438,-88.968,18.503,osc1_rec5,1,6
4265,18,89.651,-88.264,16.508,osc1_rec5,1,6
4266,19,93.742,-91.081,17.67,osc1_rec5,1,6
4267,17,87.773,-90,16.333,osc1_rec5,1,6
4268,22,84.926,-90.924,20.669,osc1_rec5,1,6
4269,19,84.872,-88.929,17.836,osc1_rec5,1,6
4270,16,81.049,-89.363,15.001,osc1_rec5,1,6
4271,18,74.972,-88.877,17.003,osc1_rec5,1,6
4272,16,84.769,-91.259,15.17,osc1_rec5,1,6
4273,21,77.884,-89.045,20.003,osc1_rec5,1,6
4274,19,84.374,-90.535,17.834,osc1_rec5,1,6
4275,20,67.466,-92.511,19.018,osc1_rec5,1,6
4276,18,86.5,-90.573,16.667,osc1_rec5,1,6
4277,16,91.145,-90,14.667,osc1_rec5,1,6
4278,18,79.059,-90,16.667,osc1_rec5,1,6
4279,16,85.55,-90,15.333,osc1_rec5,1,6
4280,18,77.493,-89.427,16.667,osc1_rec5,1,6
4281,18,84.176,-91.736,16.508,osc1_rec5,1,6
4282,17,76.441,-89.39,15.668,osc1_rec5,1,6
4283,20,72.153,-90,19.333,osc1_rec5,1,6
4284,21,84.728,-90,19.5,osc1_rec5,1,6
4285,20,81.828,-88.986,18.836,osc1_rec5,1,6
4286,22,79.451,-91.343,21.339,osc1_rec5,1,6
4287,26,86.612,-88.854,25.005,osc1_rec6,1,6
4288,22,79.24,-92.726,21.024,osc1_rec6,1,6
4289,23,84.464,-91.302,22.006,osc1_rec6,1,6
4290,22,83.682,-90,21,osc1_rec6,1,6
4291,21,93.651,-90,20,osc1_rec6,1,6
4292,20,84.067,-88.452,18.507,osc1_rec6,1,6
4293,21,73.02,-90,20,osc1_rec6,1,6
4294,23,91.826,-88.698,22.006,osc1_rec6,1,6
4295,22,80.735,-90,21,osc1_rec6,1,6
4296,22,94.1,-90,20.5,osc1_rec6,1,6
4297,21,84.188,-87.138,20.025,osc1_rec6,1,6
4298,21,70.383,-87.064,19.526,osc1_rec6,1,6
4299,22,75.782,-88.636,21.006,osc1_rec6,1,6
4300,21,75.901,-87.064,19.526,osc1_rec6,1,6
4301,25,82.306,-92.386,24.021,osc1_rec6,1,6
4302,22,84.421,-88.603,20.506,osc1_rec6,1,6
4303,23,89.305,-88.668,21.506,osc1_rec6,1,6
4304,21,74.356,-88.568,20.006,osc1_rec6,1,6
4305,21,83.239,-88.531,19.506,osc1_rec6,1,6
4306,21,84.147,-88.568,20.006,osc1_rec6,1,6
4307,23,87.069,-90,21.5,osc1_rec6,1,6
4308,24,80.925,-90,22.5,osc1_rec6,1,6
4309,21,85.686,-90,19.5,osc1_rec6,1,6
4310,22,82.33,-87.274,21.024,osc1_rec6,1,6
4311,21,88.616,-87.138,20.025,osc1_rec6,1,6
4312,20,94.06,-86.906,18.527,osc1_rec6,1,6
4313,21,98.827,-90,19.5,osc1_rec6,1,6
4314,20,75.642,-86.987,19.026,osc1_rec6,1,6
4315,19,75.091,-88.409,18.007,osc1_rec6,1,6
4316,19,94.504,-91.637,17.507,osc1_rec6,1,6
4317,21,89.606,-87.138,20.025,osc1_rec6,1,6
4318,23,89.655,-88.668,21.506,osc1_rec6,1,6
4319,21,80.088,-85.711,20.056,osc1_rec6,1,6
4320,21,90.417,-88.568,20.006,osc1_rec6,1,6
4321,24,94.94,-90,22.5,osc1_rec6,1,6
4322,22,73.159,-90,20.5,osc1_rec6,1,6
4323,22,76.106,-90,21,osc1_rec6,1,6
4324,22,69.625,-90,20.5,osc1_rec6,1,6
4325,23,105.771,-90,21.5,osc1_rec6,1,6
4326,22,92.632,-90,20.5,osc1_rec6,1,6
4327,21,91.673,-88.531,19.506,osc1_rec6,1,6
4328,20,87.383,-90,19,osc1_rec6,1,6
4329,20,85.567,-90,19,osc1_rec6,1,6
4330,18,91.069,-90,17,osc1_rec6,1,6
4331,20,95.833,-90,19,osc1_rec6,1,6
4332,23,97.101,-90,22,osc1_rec6,1,6
4333,22,88.97,-90,21,osc1_rec6,1,6
4334,22,73.667,-90,21,osc1_rec6,1,6
4335,21,105.095,-90,20,osc1_rec6,1,6
4336,24,86.038,-87.455,22.522,osc1_rec6,1,6
4337,22,89.023,-90,20.5,osc1_rec6,1,6
4338,21,72.381,-90,20,osc1_rec6,1,6
4339,21,84.946,-88.568,20.006,osc1_rec6,1,6
4340,24,73.294,-88.727,22.506,osc1_rec6,1,6
4341,22,98.486,-91.397,20.506,osc1_rec6,1,6
4342,24,80.396,-92.545,22.522,osc1_rec6,1,6
4343,23,82.258,-88.668,21.506,osc1_rec6,1,6
4344,22,98.309,-85.914,21.054,osc1_rec6,1,6
4345,20,82.57,-93.013,19.026,osc1_rec6,1,6
4346,22,89.029,-91.364,21.006,osc1_rec6,1,6
4347,18,90.481,-90,17,osc1_rec6,1,6
4348,23,81.161,-87.397,22.023,osc1_rec6,1,6
4349,21,78.537,-91.469,19.506,osc1_rec6,1,6
4350,23,85.3,-91.332,21.506,osc1_rec6,1,6
4351,20,80.583,-90,19,osc1_rec6,1,6
4352,24,118.545,-91.273,22.506,osc1_rec6,1,6
4353,23,88.652,-90,22,osc1_rec6,1,6
4354,23,86.179,-88.668,21.506,osc1_rec6,1,6
4355,23,74.548,-90,21.5,osc1_rec6,1,6
4356,22,88.947,-88.636,21.006,osc1_rec6,1,6
4357,20,90.915,-93.013,19.026,osc1_rec6,1,6
4358,21,99.92,-94.399,19.558,osc1_rec6,1,6
4359,21,94.242,-88.531,19.506,osc1_rec6,1,6
4360,21,87.945,-85.601,19.558,osc1_rec6,1,6
4361,19,91.509,-90,18,osc1_rec6,1,6
4362,22,102.113,-87.274,21.024,osc1_rec6,1,6
4363,21,84.222,-90,20,osc1_rec6,1,6
4364,23,94.04,-91.302,22.006,osc1_rec6,1,6
4365,26,82.531,-88.854,25.005,osc1_rec6,1,6
4366,17,88.741,-88.21,16.008,osc1_rec6,1,6
4367,23,80.718,-90,21.5,osc1_rec6,1,6
4368,22,91.778,-90,20.5,osc1_rec6,1,6
4369,19,84.105,-90,18,osc1_rec6,1,6
4370,21,84.604,-88.531,19.506,osc1_rec6,1,6
4371,22,93.815,-90,20.5,osc1_rec6,1,6
4372,22,103.505,-90.674,21.251,osc1_rec7,1,6
4373,22,95.67,-89.301,20.502,osc1_rec7,1,6
4374,19,81.273,-88.409,18.007,osc1_rec7,1,6
4375,21,84.434,-89.275,19.752,osc1_rec7,1,6
4376,20,90.42,-89.236,18.752,osc1_rec7,1,6
4377,20,80.195,-89.236,18.752,osc1_rec7,1,6
4378,19,86.942,-89.204,18.002,osc1_rec7,1,6
4379,22,84.969,-88.603,20.506,osc1_rec7,1,6
4380,24,77.85,-88.112,22.762,osc1_rec7,1,6
4381,18,94.105,-90,17.25,osc1_rec7,1,6
4382,17,86.221,-89.119,16.252,osc1_rec7,1,6
4383,19,89.689,-89.182,17.502,osc1_rec7,1,6
4384,18,91.791,-91.685,17.007,osc1_rec7,1,6
4385,17,75.884,-90,15.5,osc1_rec7,1,6
4386,19,73.409,-89.182,17.502,osc1_rec7,1,6
4387,18,80.29,-91.736,16.508,osc1_rec7,1,6
4388,20,69.661,-90,18.75,osc1_rec7,1,6
4389,17,81.592,-89.119,16.252,osc1_rec7,1,6
4390,19,90.686,-90,17.5,osc1_rec7,1,6
4391,18,79.145,-90,16.75,osc1_rec7,1,6
4392,20,89,-90,19,osc1_rec7,1,6
4393,15,83.326,-88.977,14.002,osc1_rec7,1,6
4394,21,75.896,-90,19.5,osc1_rec7,1,6
4395,19,76.952,-90.807,17.752,osc1_rec7,1,6
4396,19,81.503,-90.785,18.252,osc1_rec7,1,6
4397,22,82.394,-90,21,osc1_rec7,1,6
4398,19,78.951,-90,17.75,osc1_rec7,1,6
4399,22,72.19,-89.318,21.001,osc1_rec7,1,6
4400,21,76.498,-89.265,19.502,osc1_rec7,1,6
4401,21,85.638,-90,19.5,osc1_rec7,1,6
4402,19,73.582,-90.785,18.252,osc1_rec7,1,6
4403,20,71.911,-90.774,18.502,osc1_rec7,1,6
4404,17,88.593,-90.895,16.002,osc1_rec7,1,6
4405,18,80.022,-90.83,17.252,osc1_rec7,1,6
4406,23,74.714,-89.334,21.501,osc1_rec7,1,6
4407,18,74.095,-90,17,osc1_rec7,1,6
4408,19,78.503,-89.182,17.502,osc1_rec7,1,6
4409,20,76.232,-90.764,18.752,osc1_rec7,1,6
4410,19,75.272,-90,18,osc1_rec7,1,6
4411,21,83.251,-91.469,19.506,osc1_rec7,1,6
4412,22,75.288,-91.348,21.256,osc1_rec7,1,6
4413,22,57.748,-89.301,20.502,osc1_rec7,1,6
4414,20,90.905,-90.754,19.002,osc1_rec7,1,6
4415,17,81.513,-90,15.5,osc1_rec7,1,6
4416,17,72.103,-90,16,osc1_rec7,1,6
4417,18,73.384,-90,17.25,osc1_rec7,1,6
4418,15,58.571,-88.958,13.752,osc1_rec7,1,6
4419,20,74.674,-89.256,19.252,osc1_rec7,1,6
4420,19,84.997,-90,17.5,osc1_rec7,1,6
4421,18,77.17,-89.145,16.752,osc1_rec7,1,6
4422,18,77.583,-90.868,16.502,osc1_rec7,1,6
4423,18,81.59,-91.685,17.007,osc1_rec7,1,6
4424,20,74.191,-90,18.5,osc1_rec7,1,6
4425,19,86.244,-88.386,17.757,osc1_rec7,1,6
4426,19,74.96,-89.193,17.752,osc1_rec7,1,6
4427,22,71.042,-90,20.75,osc1_rec7,1,6
4428,22,65.837,-90,21,osc1_rec7,1,6
4429,21,68.838,-90,19.5,osc1_rec7,1,6
4430,18,81.413,-90.83,17.252,osc1_rec7,1,6
4431,21,93.5,-90.735,19.502,osc1_rec7,1,6
4432,19,78.262,-90,18.25,osc1_rec7,1,6
4433,19,78.262,-90,18.25,osc1_rec7,1,6
4434,19,79.749,-89.182,17.502,osc1_rec7,1,6
4435,15,82.639,-90,13.5,osc1_rec7,1,6
4436,18,62.772,-90,17,osc1_rec7,1,6
4437,19,71.37,-89.193,17.752,osc1_rec7,1,6
4438,17,67.427,-89.076,15.502,osc1_rec7,1,6
4439,15,75.563,-87.99,14.259,osc1_rec7,1,6
4440,16,79.556,-90,14.5,osc1_rec7,1,6
4441,16,71.544,-90.955,15.002,osc1_rec7,1,6
4442,14,98.88,-90,12.5,osc1_rec7,1,6
4443,23,96.593,-90.868,22.003,osc1_rec8,1,6
4444,22,95.879,-90,21,osc1_rec8,1,6
4445,20,112.799,-90,19,osc1_rec8,1,6
4446,20,91.687,-90,19,osc1_rec8,1,6
4447,20,93.167,-88.995,19.003,osc1_rec8,1,6
4448,20,94.606,-88.025,19.345,osc1_rec8,1,6
4449,21,87.36,-88.122,20.344,osc1_rec8,1,6
4450,20,76.209,-88.977,18.67,osc1_rec8,1,6
4451,15,87.247,-90,14.333,osc1_rec8,1,6
4452,19,64.704,-92.161,17.679,osc1_rec8,1,6
4453,17,83.463,-88.831,16.337,osc1_rec8,1,6
4454,21,93.779,-89.029,19.669,osc1_rec8,1,6
4455,21,107.67,-90.971,19.669,osc1_rec8,1,6
4456,22,110.101,-90.924,20.669,osc1_rec8,1,6
4457,18,84.148,-91.146,16.67,osc1_rec8,1,6
4458,20,89.339,-90,18.667,osc1_rec8,1,6
4459,19,79.02,-90,17.667,osc1_rec8,1,6
4460,18,84.177,-90,17,osc1_rec8,1,6
4461,18,80.423,-90,17,osc1_rec8,1,6
4462,18,84.93,-91.123,17.003,osc1_rec8,1,6
4463,17,94.112,-91.169,16.337,osc1_rec8,1,6
4464,20,89.893,-91.023,18.67,osc1_rec8,1,6
4465,19,77.237,-88.939,18.003,osc1_rec8,1,6
4466,20,74.567,-90,19,osc1_rec8,1,6
4467,18,78.929,-92.291,16.68,osc1_rec8,1,6
4468,20,94.355,-91.023,18.67,osc1_rec8,1,6
4469,19,83.865,-88.919,17.67,osc1_rec8,1,6
4470,19,92.676,-88.919,17.67,osc1_rec8,1,6
4471,19,86.206,-87.839,17.679,osc1_rec8,1,6
4472,23,90.244,-90,21.667,osc1_rec8,1,6
4473,20,75.788,-91.005,19.003,osc1_rec8,1,6
4474,19,92.371,-91.081,17.67,osc1_rec8,1,6
4475,20,87.916,-90,18.667,osc1_rec8,1,6
4476,18,79.284,-90,17.333,osc1_rec8,1,6
4477,18,75.669,-90,17,osc1_rec8,1,6
4478,21,92.122,-90.971,19.669,osc1_rec8,1,6
4479,21,90.047,-91.878,20.344,osc1_rec8,1,6
4480,21,94.949,-90.955,20.003,osc1_rec8,1,6
4481,20,89.098,-90,18.667,osc1_rec8,1,6
4482,21,82.464,-90,19.667,osc1_rec8,1,6
4483,17,83.682,-92.337,16.347,osc1_rec8,1,6
4484,21,81.895,-90.955,20.003,osc1_rec8,1,6
4485,18,73.803,-90,17.333,osc1_rec8,1,6
4486,14,78.944,-90,13.333,osc1_rec8,1,6
4487,17,79.872,-88.781,15.67,osc1_rec8,1,6
4488,17,83.889,-90,16,osc1_rec8,1,6
4489,22,100.288,-90,21,osc1_rec8,1,6
4490,17,70.394,-91.193,16.003,osc1_rec8,1,6
4491,15,78.696,-88.636,14.004,osc1_rec8,1,6
4492,16,85.851,-91.245,15.337,osc1_rec8,1,6
4493,19,80.075,-90,18,osc1_rec8,1,6
4494,19,86.085,-88.919,17.67,osc1_rec8,1,6
4495,19,90.042,-88.958,18.336,osc1_rec8,1,6
4496,20,105.911,-90,19,osc1_rec8,1,6
4497,18,95.938,-92.291,16.68,osc1_rec8,1,6
4498,20,94.475,-90,18.667,osc1_rec8,1,6
4499,22,104.116,-89.076,20.669,osc1_rec8,1,6
4500,20,112.855,-90.988,19.336,osc1_rec8,1,6
4501,18,99.804,-90,17.333,osc1_rec8,1,6
4502,16,82.799,-88.755,15.337,osc1_rec8,1,6
4503,18,91.115,-91.123,17.003,osc1_rec8,1,6
4504,19,100.458,-93.18,18.028,osc1_rec8,1,6
4505,19,87.477,-90,18.333,osc1_rec8,1,6
4506,19,109.881,-88.958,18.336,osc1_rec8,1,6
4507,26,103.211,-87.678,24.687,osc1_rec8,1,6
4508,22,110.266,-90,20.667,osc1_rec8,1,6
4509,20,111.982,-87.99,19.012,osc1_rec8,1,6
4510,20,103.621,-88.977,18.67,osc1_rec8,1,6
4511,24,91.329,-90,22.667,osc1_rec8,1,6
4512,19,94.642,-88.939,18.003,osc1_rec8,1,6
4513,19,89.569,-90,18,osc1_rec8,1,6
4514,21,80.002,-90,20.333,osc1_rec8,1,6
4515,19,94.714,-88.919,17.67,osc1_rec8,1,6
4516,18,74.404,-88.898,17.337,osc1_rec8,1,6
4517,17,95.925,-92.386,16.014,osc1_rec8,1,6
4518,18,90.272,-91.102,17.337,osc1_rec8,1,6
4519,16,94.415,-88.755,15.337,osc1_rec8,1,6
4520,20,86.928,-88.977,18.67,osc1_rec8,1,6
4521,20,92.044,-92.01,19.012,osc1_rec8,1,6
4522,20,84.875,-91.005,19.003,osc1_rec8,1,6
4523,17,84.666,-90,16,osc1_rec8,1,6
4524,24,95.167,-91.685,22.676,osc1_rec9,1,6
4525,19,98.653,-90,18.333,osc1_rec9,1,6
4526,19,84.671,-88.958,18.336,osc1_rec9,1,6
4527,22,98.102,-90,21,osc1_rec9,1,6
4528,21,102.877,-88.122,20.344,osc1_rec9,1,6
4529,22,95.406,-90.924,20.669,osc1_rec9,1,6
4530,19,83.614,-90,18,osc1_rec9,1,6
4531,20,82.357,-92.045,18.679,osc1_rec9,1,6
4532,18,96.109,-90,16.667,osc1_rec9,1,6
4533,16,92.006,-90,14.667,osc1_rec9,1,6
4534,18,91.639,-87.797,17.346,osc1_rec9,1,6
4535,17,82.295,-90,16.333,osc1_rec9,1,6
4536,17,84.202,-90,15.667,osc1_rec9,1,6
4537,15,92.457,-90,13.667,osc1_rec9,1,6
4538,16,96.281,-91.245,15.337,osc1_rec9,1,6
4539,16,101.833,-87.51,15.348,osc1_rec9,1,6
4540,18,84.778,-88.898,17.337,osc1_rec9,1,6
4541,19,97.666,-90,17.667,osc1_rec9,1,6
4542,18,96.9,-85.601,17.385,osc1_rec9,1,6
4543,17,81.982,-90,16.333,osc1_rec9,1,6
4544,18,97.619,-88.898,17.337,osc1_rec9,1,6
4545,19,100.793,-90,18,osc1_rec9,1,6
4546,19,105.245,-88.919,17.67,osc1_rec9,1,6
4547,17,102.898,-91.169,16.337,osc1_rec9,1,6
4548,18,106.589,-90,16.667,osc1_rec9,1,6
4549,16,93.799,-87.397,14.682,osc1_rec9,1,6
4550,16,95.992,-88.727,15.004,osc1_rec9,1,6
4551,19,80.529,-88.958,18.336,osc1_rec9,1,6
4552,21,106.348,-90,19.667,osc1_rec9,1,6
4553,16,85.276,-90,15,osc1_rec9,1,6
4554,17,90.598,-91.193,16.003,osc1_rec9,1,6
4555,18,100.798,-87.709,16.68,osc1_rec9,1,6
4556,22,101.623,-90,21.333,osc1_rec9,1,6
4557,17,104.928,-88.781,15.67,osc1_rec9,1,6
4558,20,86.809,-91.975,19.345,osc1_rec9,1,6
4559,17,94.849,-85.135,15.723,osc1_rec9,1,6
4560,18,113.086,-91.123,17.003,osc1_rec9,1,6
4561,20,86.797,-90,19.333,osc1_rec9,1,6
4562,19,96.061,-88.958,18.336,osc1_rec9,1,6
4563,16,88.501,-88.698,14.67,osc1_rec9,1,6
4564,18,80.72,-87.709,16.68,osc1_rec9,1,6
4565,19,97.101,-88.939,18.003,osc1_rec9,1,6
4566,19,101.676,-91.061,18.003,osc1_rec9,1,6
4567,19,101.933,-87.879,18.012,osc1_rec9,1,6
4568,19,94.723,-91.081,17.67,osc1_rec9,1,6
4569,19,97.246,-90,18,osc1_rec9,1,6
4570,17,107.052,-90,15.667,osc1_rec9,1,6
4571,20,93.559,-89.012,19.336,osc1_rec9,1,6
4572,21,95.074,-89.045,20.003,osc1_rec9,1,6
4573,22,100.936,-89.076,20.669,osc1_rec9,1,6
4574,19,94.996,-91.081,17.67,osc1_rec9,1,6
4575,17,86.297,-91.193,16.003,osc1_rec9,1,6
4576,19,89.451,-87.839,17.679,osc1_rec9,1,6
4577,20,100.596,-90,19,osc1_rec9,1,6
4578,20,96.437,-88.977,18.67,osc1_rec9,1,6
4579,20,92.592,-86.934,18.693,osc1_rec9,1,6
4580,21,99.893,-90,20.333,osc1_rec9,1,6
4581,23,94.518,-90,21.667,osc1_rec9,1,6
4582,18,91.505,-87.754,17.013,osc1_rec9,1,6
4583,19,91.716,-88.958,18.336,osc1_rec9,1,6
4584,20,91.068,-90,19.333,osc1_rec9,1,6
4585,21,89.461,-90,19.667,osc1_rec9,1,6
4586,20,92.715,-87.99,19.012,osc1_rec9,1,6
4587,16,90.75,-86.269,15.366,osc1_rec9,1,6
4588,18,89.78,-88.854,16.67,osc1_rec9,1,6
4589,18,91.348,-91.102,17.337,osc1_rec9,1,6
4590,19,92.299,-90,17.667,osc1_rec9,1,6
4591,22,98.137,-89.076,20.669,osc1_rec9,1,6
4592,20,97.639,-87.99,19.012,osc1_rec9,1,6
4593,20,101.709,-91.975,19.345,osc1_rec9,1,6
4594,22,113.497,-90.895,21.336,osc1_rec9,1,6
4595,18,99.408,-90,16.667,osc1_rec9,1,6
4596,19,100.498,-90,17.667,osc1_rec9,1,6
4597,11,100.138,-89.275,9.876,osc2_rec1,2,6
4598,9,95.689,-87.397,8.259,osc2_rec1,2,6
4599,10,91.87,-90.83,8.626,osc2_rec1,2,6
4600,8,89.342,-90,6.875,osc2_rec1,2,6
4601,9,90.03,-90.955,7.501,osc2_rec1,2,6
4602,8,88.473,-90,7.25,osc2_rec1,2,6
4603,7,80.171,-90,5.5,osc2_rec1,2,6
4604,9,101.077,-88.182,7.879,osc2_rec1,2,6
4605,9,101.491,-89.132,8.251,osc2_rec1,2,6
4606,9,92.562,-91.878,7.629,osc2_rec1,2,6
4607,9,91.435,-87.23,7.759,osc2_rec1,2,6
4608,10,95.722,-90,8.625,osc2_rec1,2,6
4609,11,91.75,-89.246,9.501,osc2_rec1,2,6
4610,9,89.349,-90,7.75,osc2_rec1,2,6
4611,10,95.546,-89.182,8.751,osc2_rec1,2,6
4612,10,98.222,-90.796,9.001,osc2_rec1,2,6
4613,12,105.217,-90,10.75,osc2_rec1,2,6
4614,9,81.555,-89.132,8.251,osc2_rec1,2,6
4615,8,86.997,-87.955,7.004,osc2_rec1,2,6
4616,8,87.56,-88.939,6.751,osc2_rec1,2,6
4617,15,90.075,-88.636,14.004,osc2_rec2,2,6
4618,11,90.386,-89.045,10.001,osc2_rec2,2,6
4619,13,87.406,-90,12,osc2_rec2,2,6
4620,11,82.727,-90,10,osc2_rec2,2,6
4621,9,77.618,-90,8.167,osc2_rec2,2,6
4622,10,86.458,-88.977,9.335,osc2_rec2,2,6
4623,11,77.244,-90,9.5,osc2_rec2,2,6
4624,11,79.05,-89.061,10.168,osc2_rec2,2,6
4625,10,80.769,-90,9.333,osc2_rec2,2,6
4626,9,89.921,-88.807,8.002,osc2_rec2,2,6
4627,8,87.28,-87.397,7.341,osc2_rec2,2,6
4628,8,78.367,-87.274,7.008,osc2_rec2,2,6
4629,10,82.317,-90,9,osc2_rec2,2,6
4630,11,81.89,-90,9.667,osc2_rec2,2,6
4631,10,88.914,-91.023,9.335,osc2_rec2,2,6
4632,9,90.119,-90,7.833,osc2_rec2,2,6
4633,8,81.478,-90,6.833,osc2_rec2,2,6
4634,10,72.141,-91.061,9.002,osc2_rec2,2,6
4635,10,80.089,-90,9,osc2_rec2,2,6
4636,9,90.942,-91.273,7.502,osc2_rec2,2,6
4637,9,93.48,-90,8.333,osc2_rec2,2,6
4638,12,85.339,-89.119,10.835,osc2_rec2,2,6
4639,12,96.97,-89.157,11.335,osc2_rec2,2,6
4640,12,94.01,-90,10.5,osc2_rec2,2,6
4641,11,97.405,-91.005,9.501,osc2_rec2,2,6
4642,12,103.195,-90.895,10.668,osc2_rec2,2,6
4643,10,69.142,-90,9.333,osc2_rec2,2,6
4644,10,65.451,-88.977,9.335,osc2_rec2,2,6
4645,11,90.968,-90,9.833,osc2_rec2,2,6
4646,14,82.301,-91.146,12.502,osc2_rec3,2,6
4647,11,87.532,-90,9.875,osc2_rec3,2,6
4648,10,116.344,-93.136,9.139,osc2_rec3,2,6
4649,10,88.093,-89.193,8.876,osc2_rec3,2,6
4650,9,105.091,-91.818,7.879,osc2_rec3,2,6
4651,7,75.519,-91.273,5.626,osc2_rec3,2,6
4652,10,81.649,-89.182,8.751,osc2_rec3,2,6
4653,10,101.283,-91.66,8.629,osc2_rec3,2,6
4654,10,104.957,-90.785,9.126,osc2_rec3,2,6
4655,9,84.506,-89.076,7.751,osc2_rec3,2,6
4656,8,88.735,-90,6.625,osc2_rec3,2,6
4657,8,81.689,-90,7.375,osc2_rec3,2,6
4658,7,96.885,-90,5.875,osc2_rec3,2,6
4659,6,100.767,-91.397,5.127,osc2_rec3,2,6
4660,11,103.943,-90.754,9.501,osc2_rec4,2,6
4661,10,101.255,-90,9.25,osc2_rec4,2,6
4662,11,89.659,-90,10.375,osc2_rec4,2,6
4663,10,111.059,-89.215,9.126,osc2_rec4,2,6
4664,11,93.102,-90,9.5,osc2_rec4,2,6
4665,11,93.882,-90.735,9.751,osc2_rec4,2,6
4666,9,79.245,-90,8.125,osc2_rec4,2,6
4667,9,106.225,-90,8.25,osc2_rec4,2,6
4668,8,88.131,-90,6.5,osc2_rec4,2,6
4669,10,79.028,-90,8.5,osc2_rec4,2,6
4670,12,104.754,-90,10.875,osc2_rec4,2,6
4671,10,113.397,-90,8.875,osc2_rec4,2,6
4672,9,93.387,-90,7.5,osc2_rec4,2,6
4673,9,87.332,-90,7.5,osc2_rec4,2,6
4674,11,95.248,-89.246,9.501,osc2_rec4,2,6
4675,11,98.245,-89.31,10.376,osc2_rec4,2,6
4676,11,94.303,-90,9.5,osc2_rec4,2,6
4677,9,87.933,-90,8,osc2_rec4,2,6
4678,7,84.931,-90,6.25,osc2_rec4,2,6
4679,7,94.874,-88.877,6.376,osc2_rec4,2,6
4680,8,90.352,-87.917,6.88,osc2_rec4,2,6
4681,8,94.332,-90.988,7.251,osc2_rec4,2,6
4682,8,90.351,-90,6.5,osc2_rec4,2,6
4683,9,104.674,-90,7.5,osc2_rec4,2,6
4684,9,93.335,-90,8,osc2_rec4,2,6
4685,8,83.235,-88.977,7.001,osc2_rec4,2,6
4686,8,99.936,-90,7,osc2_rec4,2,6
4687,7,94.665,-90,5.75,osc2_rec4,2,6
4688,16,112.787,-90,14.5,osc2_rec5,2,6
4689,13,104.012,-91.169,12.253,osc2_rec5,2,6
4690,12,103.087,-86.186,11.275,osc2_rec5,2,6
4691,11,98.544,-90,10.25,osc2_rec5,2,6
4692,10,93.344,-90,9,osc2_rec5,2,6
4693,12,88.627,-88.698,11.003,osc2_rec5,2,6
4694,10,89.502,-90,8.5,osc2_rec5,2,6
4695,11,96.703,-88.493,9.503,osc2_rec5,2,6
4696,9,86.645,-91.909,7.504,osc2_rec5,2,6
4697,11,96.45,-88.568,10.003,osc2_rec5,2,6
4698,11,100.772,-90,9.5,osc2_rec5,2,6
4699,12,105.185,-88.727,11.253,osc2_rec5,2,6
4700,11,90.081,-88.568,10.003,osc2_rec5,2,6
4701,12,96.546,-91.302,11.003,osc2_rec5,2,6
4702,11,102.007,-90,10.25,osc2_rec5,2,6
4703,13,93.357,-90,11.5,osc2_rec5,2,6
4704,12,95.029,-91.302,11.003,osc2_rec5,2,6
4705,9,97.715,-90,8.25,osc2_rec5,2,6
4706,11,96.151,-87.064,9.763,osc2_rec5,2,6
4707,13,97.66,-90,11.5,osc2_rec5,2,6
4708,11,114.696,-91.397,10.253,osc2_rec5,2,6
4709,10,120.484,-86.82,9.014,osc2_rec5,2,6
4710,11,101.814,-90,10.25,osc2_rec5,2,6
4711,10,104.167,-90,8.5,osc2_rec5,2,6
4712,12,101.532,-92.726,10.512,osc2_rec5,2,6
4713,11,87.486,-88.603,10.253,osc2_rec5,2,6
4714,11,96.681,-88.568,10.003,osc2_rec5,2,6
4715,14,105.013,-90,12.5,osc2_rec5,2,6
4716,10,112.206,-88.409,9.003,osc2_rec5,2,6
4717,12,119.864,-90,10.5,osc2_rec5,2,6
4718,10,106.26,-90,9,osc2_rec5,2,6
4719,12,108.049,-88.727,11.253,osc2_rec5,2,6
4720,10,101.125,-88.452,9.253,osc2_rec5,2,6
4721,10,120.97,-90,9.25,osc2_rec5,2,6
4722,10,102.85,-88.315,8.504,osc2_rec5,2,6
4723,14,110.533,-90,12.667,osc2_rec6,2,6
4724,12,109.264,-90,11.333,osc2_rec6,2,6
4725,11,101.483,-89.045,10.001,osc2_rec6,2,6
4726,9,98.328,-90,8.167,osc2_rec6,2,6
